09:44:06(0); S Type=1 Data=IIS_Login,SoftNet_I,
10:54:02(0); S Type=1 Data=IIS_Login,SoftNet_I,
15:52:10(0); S Type=1 Data=IIS_Login,SoftNet_I,
15:57:48(0); S Type=1 Data=IIS_Login,SoftNet_I,
16:16:54(0); S Type=1 Data=IIS_Login,SoftNet_I,
16:20:40(0); S Type=1 Data=IIS_Login,SoftNet_I,
16:45:52(0); S Type=1 Data=IIS_Login,SoftNet_I,
16:48:34(0); S Type=1 Data=IIS_Login,SoftNet_I,
22:06:55(0); S Type=1 Data=IIS_Login,SoftNet_I,
22:10:13(0); S Type=1 Data=IIS_Login,SoftNet_I,
