11:18:41(0); S Type=1 Data=IIS_Login,SoftNet_I,
11:43:27(0); S Type=1 Data=IIS_Login,SoftNet_I,
11:49:09(0); S Type=1 Data=IIS_Login,SoftNet_I,
11:54:04(0); S Type=1 Data=IIS_Login,SoftNet_I,
11:55:19(0); S Type=1 Data=IIS_Login,SoftNet_I,
14:14:35(0); S Type=1 Data=IIS_Login,SoftNet_I,
14:17:28(0); S Type=1 Data=IIS_Login,SoftNet_I,
14:36:07(0); S Type=1 Data=IIS_Login,SoftNet_I,
17:53:59(0); S Type=1 Data=IIS_Login,SoftNet_I,
