12:03:44(0); S Type=1 Data=IIS_Login,SoftNet_I,
12:36:44(0); S Type=1 Data=IIS_Login,SoftNet_I,
12:40:17(0); S Type=1 Data=IIS_Login,SoftNet_I,
12:58:45(0); S Type=1 Data=IIS_Login,SoftNet_I,
13:01:23(0); S Type=1 Data=IIS_Login,SoftNet_I,
21:44:50(0); S Type=1 Data=IIS_Login,SoftNet_I,
21:49:00(0); S Type=1 Data=IIS_Login,SoftNet_I,
21:52:54(0); S Type=1 Data=IIS_Login,SoftNet_I,
21:56:33(0); S Type=1 Data=IIS_Login,SoftNet_I,
22:02:18(0); S Type=1 Data=IIS_Login,SoftNet_I,
